,fighter,salary,year
1942,Gegard Mousasi,"$580,000 ",2015
1943,Ronda Rousey,"$575,000 ",2015
1944,Jon Jones,"$550,000 ",2015
1945,Donald Cerrone,"$547,000 ",2015
1946,Rafael dos Anjos,"$536,000 ",2015
1947,Demian Maia,"$534,000 ",2015
1948,Urijah Faber,"$470,000 ",2015
1949,Demetrious Johnson,"$468,000 ",2015
1950,Jose Aldo,"$440,000 ",2015
1951,Tony Ferguson,"$423,000 ",2015
1952,Anderson Silva,"$420,000 ",2015
1953,Junior dos Santos,"$410,000 ",2015
1954,Cain Velasquez,"$400,000 ",2015
1955,Luke Rockhold,"$400,000 ",2015
1956,Lyoto Machida,"$400,000 ",2015
1957,Nick Diaz,"$400,000 ",2015
1958,Robbie Lawler,"$390,000 ",2015
1959,Max Holloway,"$370,000 ",2015
1960,Andrei Arlovski,"$365,000 ",2015
1961,Dan Henderson,"$360,000 ",2015
1962,Neil Magny,"$360,000 ",2015
1963,Mark Hunt,"$330,000 ",2015
1964,Ronaldo ‘Jacare’ Souza,"$315,000 ",2015
1965,Benson Henderson,"$311,000 ",2015
1966,Mauricio ‘Shogun’ Rua,"$310,000 ",2015
1967,Jim Miller,"$303,000 ",2015
1968,Ross Pearson,"$295,000 ",2015
1969,Charles Oliveira,"$292,600 ",2015
1970,Holly Holm,"$282,500 ",2015
1971,Edson Barboza,"$281,000 ",2015
1972,Jorge Masvidal,"$280,000 ",2015
1973,Joanna Jedrzejczyk,"$274,000 ",2015
1974,Yoel Romero,"$271,000 ",2015
1975,Glover Teixeira,"$270,000 ",2015
1976,Jake Ellenberger,"$269,000 ",2015
1977,Tim Means,"$265,000 ",2015
1978,Antonio Rodrigo Nogueira,"$260,000 ",2015
1979,Gleison Tibau,"$260,000 ",2015
1980,Dong Hyun Kim,"$257,000 ",2015
1981,Quinton ‘Rampage’ Jackson,"$250,000 ",2015
1982,Dustin Poirier,"$248,200 ",2015
1983,Ryan Bader,"$239,000 ",2015
1984,Antonio ‘Bigfoot’ Silva,"$235,000 ",2015
1985,Joseph Benavidez,"$233,000 ",2015
1986,Josh Barnett,"$230,000 ",2015
1987,Shawn Jordan,"$228,000 ",2015
1988,Fabricio Werdum,"$225,000 ",2015
1989,Lorenz Larkin,"$222,000 ",2015
1990,Nate Marquardt,"$216,000 ",2015
1991,Gian Villante,"$212,000 ",2015
1992,Rose Namajunas,"$211,000 ",2015
1993,T.J. Dillashaw,"$210,000 ",2015
1994,Evan Dunham,"$207,000 ",2015
1995,Patrick Cote,"$207,000 ",2015
1996,Nik Lentz,"$201,000 ",2015
1997,Gilbert Melendez,"$200,000 ",2015
1998,Mirko ‘Cro Cop’ Filipovic,"$200,000 ",2015
1999,Ovince Saint Preux,"$199,000 ",2015
2000,Joshua Burkman,"$195,000 ",2015
2001,Joe Lauzon,"$192,000 ",2015
2002,Thiago Tavares,"$190,000 ",2015
2003,Thales Leites,"$186,000 ",2015
2004,Uriah Hall,"$185,000 ",2015
2005,Gabriel Gonzaga,"$184,000 ",2015
2006,Michael Johnson,"$182,000 ",2015
2007,Diego Brandao,"$179,000 ",2015
2008,Thiago Alves,"$179,000 ",2015
2009,Thomas Almeida,"$177,000 ",2015
2010,Beneil Dariush,"$175,000 ",2015
2011,Clay Guida,"$172,000 ",2015
2012,Antonio Rogerio Nogueira,"$169,000 ",2015
2013,Alexander Gustafsson,"$168,000 ",2015
2014,Michael Chiesa,"$163,000 ",2015
2015,Miesha Tate,"$161,000 ",2015
2016,Paul Felder,"$161,000 ",2015
2017,Roy Nelson,"$160,000 ",2015
2018,Matt Brown,"$158,000 ",2015
2019,Josh Koscheck,"$156,000 ",2015
2020,Jeremy Stephens,"$155,000 ",2015
2021,Tim Boetsch,"$154,000 ",2015
2022,Danny Castillo,"$151,000 ",2015
2023,Thiago Santos,"$151,000 ",2015
2024,Stefan Struve,"$147,000 ",2015
2025,Gunnar Nelson,"$143,000 ",2015
2026,Robert Whittaker,"$143,000 ",2015
2027,Mark Munoz,"$141,000 ",2015
2028,Corey Anderson,"$140,000 ",2015
2029,Kelvin Gastelum,"$140,000 ",2015
2030,Rashad Evans,"$140,000 ",2015
2031,Rory MacDonald,"$139,000 ",2015
2032,Tyron Woodley,"$139,000 ",2015
2033,John Lineker,"$138,700 ",2015
2034,Alex Oliveira,"$132,500 ",2015
2035,Francisco Trinaldo,"$130,000 ",2015
2036,John Dodson,"$130,000 ",2015
2037,Matt Dwyer,"$128,500 ",2015
2038,Rafael Natal,"$128,000 ",2015
2039,Adriano Martins,"$127,000 ",2015
2040,Amanda Nunes,"$127,000 ",2015
2041,Albert Tumenov,"$126,500 ",2015
2042,John Makdessi,"$126,000 ",2015
2043,Cortney Casey,"$125,000 ",2015
2044,Francisco Rivera,"$123,000 ",2015
2045,Stevie Ray,"$123,000 ",2015
2046,Leonardo Santos,"$122,500 ",2015
2047,Alan Jouban,"$122,000 ",2015
2048,Ben Rothwell,"$116,000 ",2015
2049,Henry Cejudo,"$115,500 ",2015
2050,Kyle Noke,"$115,000 ",2015
2051,Ricardo Lamas,"$115,000 ",2015
2052,Neil Seery,"$114,000 ",2015
2053,Julianna Pena,"$112,500 ",2015
2054,Yair Rodriguez,"$112,500 ",2015
2055,Derek Brunson,"$111,000 ",2015
2056,Kyoji Horiguchi,"$111,000 ",2015
2057,Takeya Mizugaki,"$111,000 ",2015
2058,Sam Alvey,"$110,500 ",2015
2059,John Howard,"$110,000 ",2015
2060,Leon Edwards,"$110,000 ",2015
2061,Nate Diaz,"$110,000 ",2015
2062,Travis Browne,"$110,000 ",2015
2063,Sage Northcutt,"$107,400 ",2015
2064,Hector Lombard,"$106,000 ",2015
2065,Jared Rosholt,"$106,000 ",2015
2066,Renan Barao,"$106,000 ",2015
2067,Scott Jorgensen,"$106,000 ",2015
2068,Kenny Robertson,"$105,000 ",2015
2069,Santiago Ponzinibbio,"$104,500 ",2015
2070,Tatsuya Kawajiri,"$102,500 ",2015
2071,Marion Reneau,"$102,100 ",2015
2072,Mairbek Taisumov,"$102,000 ",2015
2073,Anthony Pettis,"$100,000 ",2015
2074,Cat Zingano,"$100,000 ",2015
2075,Eddie Alvarez,"$100,000 ",2015
2076,Erick Silva,"$100,000 ",2015
2077,Johny Hendricks,"$100,000 ",2015
2078,Chad Laprise,"$99,500 ",2015
2079,Kamaru Usman,"$99,000 ",2015
2080,Tom Lawlor,"$99,000 ",2015
2081,Sean O’Connell,"$98,000 ",2015
2082,Stephen Thompson,"$97,000 ",2015
2083,Brandon Thatch,"$96,500 ",2015
2084,Tom Breese,"$96,500 ",2015
2085,C.B. Dollaway,"$95,000 ",2015
2086,Derrick Lewis,"$95,000 ",2015
2087,Diego Sanchez,"$95,000 ",2015
2088,Ray Borg,"$94,100 ",2015
2089,Norman Parke,"$93,000 ",2015
2090,Fredy Serrano,"$92,500 ",2015
2091,Joe Duffy,"$92,500 ",2015
2092,Gilbert Burns,"$90,500 ",2015
2093,Valerie Letourneau,"$90,500 ",2015
2094,Josh Thomson,"$90,000 ",2015
2095,Makwan Amirkhani,"$90,000 ",2015
2096,Rony Jason,"$90,000 ",2015
2097,Sam Sicilia,"$90,000 ",2015
2098,Paige VanZant,"$89,000 ",2015
2099,Andre Fili,"$86,500 ",2015
2100,Joanne Wood,"$86,500 ",2015
2101,Dominique Steele,"$85,000 ",2015
2102,Josh Samman,"$85,000 ",2015
2103,Takanori Gomi,"$85,000 ",2015
2104,Vicente Luque,"$85,000 ",2015
2105,Dan Hooker,"$84,500 ",2015
2106,Darren Till,"$84,500 ",2015
2107,Nicolas Dalby,"$84,500 ",2015
2108,Sam Stout,"$83,000 ",2015
2109,Raquel Pennington,"$82,500 ",2015
2110,Al Iaquinta,"$82,000 ",2015
2111,Charles Rosa,"$82,000 ",2015
2112,Cole Miller,"$81,000 ",2015
2113,Alex Chambers,"$80,500 ",2015
2114,Frankie Perez,"$80,500 ",2015
2115,Jon Delos Reyes,"$80,500 ",2015
2116,Leandro Silva,"$80,500 ",2015
2117,Maryna Moroz,"$80,500 ",2015
2118,Timothy Johnson,"$80,500 ",2015
2119,Sheldon Westcott,"$80,000 ",2015
2120,Kevin Lee,"$78,500 ",2015
2121,Dennis Siver,"$78,000 ",2015
2122,Godofredo ‘Pepey’ Castro,"$78,000 ",2015
2123,Jessica Andrade,"$78,000 ",2015
2124,Brad Tavares,"$77,000 ",2015
2125,Warlley Alves,"$76,700 ",2015
2126,Dooho Choi,"$76,500 ",2015
2127,Felipe Arantes,"$76,500 ",2015
2128,Iuri Alcantara,"$76,000 ",2015
2129,Manny Gamburyen,"$75,000 ",2015
2130,Johnny Case,"$74,500 ",2015
2131,Darren Elkins,"$74,000 ",2015
2132,Keita Nakamura,"$72,500 ",2015
2133,Marlon Vera,"$72,500 ",2015
2134,Marco Polo Reyes,"$72,500 ",2015
2135,Seo Hee Ham,"$72,500 ",2015
2136,Jan Blachowicz,"$70,500 ",2015
2137,Arnold Allen,"$70,000 ",2015
2138,Brian Ortega,"$70,000 ",2015
2139,Edimilson ‘Kevin’ Souza,"$70,000 ",2015
2140,James Vick,"$70,000 ",2015
2141,Jon Tuck,"$70,000 ",2015
2142,Patrick Williams,"$70,000 ",2015
2143,Frankie Saenz,"$69,000 ",2015
2144,Louis Smolka,"$69,000 ",2015
2145,Rani Yahya,"$69,000 ",2015
2146,Efrain Escudero,"$68,000 ",2015
2147,Patrick Cummins,"$68,000 ",2015
2148,Jessica Penne,"$66,000 ",2015
2149,Sergio Pettis,"$65,000 ",2015
2150,Yancy Medeiros,"$63,800 ",2015
2151,Paddy Holohan,"$63,000 ",2015
2152,Daniel Kelly,"$60,500 ",2015
2153,Omari Akhmedov,"$60,500 ",2015
2154,Bryan Barberena,"$60,000 ",2015
2155,Matt Van Buren,"$60,000 ",2015
2156,Stipe Miocic,"$60,000 ",2015
2157,Carlos Condit,"$59,000 ",2015
2158,Ryan LaFlare,"$59,000 ",2015
2159,Myles Jury,"$58,400 ",2015
2160,Chris Cariaso,"$58,000 ",2015
2161,Joe Riggs,"$58,000 ",2015
2162,Mike Swick,"$58,000 ",2015
2163,Roldan Sangcha'an,"$58,000 ",2015
2164,Ildemar Alcantara,"$57,000 ",2015
2165,Taylor Lapilus,"$56,500 ",2015
2166,Antonio Carlos Junior,"$55,500 ",2015
2167,Bethe Correia,"$55,000 ",2015
2168,James Moontasri,"$55,000 ",2015
2169,Yoshihiro Akiyama,"$55,000 ",2015
2170,Mike de la Torre,"$54,600 ",2015
2171,Aljamain Sterling,"$54,500 ",2015
2172,Chas Skelly,"$54,500 ",2015
2173,Nick Hein,"$54,500 ",2015
2174,Nikita Krylov,"$54,500 ",2015
2175,Sergio Moraes,"$54,500 ",2015
2176,Sean Strickland,"$53,500 ",2015
2177,Cathal Pendred,"$53,000 ",2015
2178,Court McGee,"$53,000 ",2015
2179,Jimi Manuwa,"$53,000 ",2015
2180,Elias Theodorou,"$52,500 ",2015
2181,Sara McMann,"$52,500 ",2015
2182,Jussier Formiga,"$52,000 ",2015
2183,Mickael Lebout,"$51,000 ",2015
2184,Mike Pyle,"$51,000 ",2015
2185,James Krause,"$50,000 ",2015
2186,Jimmie Rivera,"$49,000 ",2015
2187,Sarah Kaufman,"$49,000 ",2015
2188,Yaotzin Meza,"$49,000 ",2015
2189,Alexis Davis,"$48,000 ",2015
2190,Fabio Maldonado,"$48,000 ",2015
2191,Gray Maynard,"$48,000 ",2015
2192,George Sullivan,"$47,500 ",2015
2193,Ed Herman,"$47,000 ",2015
2194,Erik Perez,"$47,000 ",2015
2195,Rafael ‘Feijao’ Cavalcante,"$47,000 ",2015
2196,Zach Makovsky,"$47,000 ",2015
2197,Magomed Mustafaev,"$46,500 ",2015
2198,Olivier Aubin-Mercier,"$46,500 ",2015
2199,Tecia Torres,"$46,500 ",2015
2200,Maximo Blanco,"$46,400 ",2015
2201,Daron Cruickshank,"$46,000 ",2015
2202,Mirsad Bektic,"$45,600 ",2015
2203,Cezar ‘Mutante’ Ferreira,"$45,000 ",2015
2204,Cody Pfister,"$45,000 ",2015
2205,Colby Covington,"$44,500 ",2015
2206,Ron Stallings,"$44,500 ",2015
2207,Chris Wade,"$44,000 ",2015
2208,Cub Swanson,"$44,000 ",2015
2209,Mike Pierce,"$44,000 ",2015
2210,Robert Whiteford,"$43,000 ",2015
2211,Bartosz Fabinski,"$42,500 ",2015
2212,Ben Nguyen,"$42,500 ",2015
2213,Kajan Johnson,"$42,500 ",2015
2214,Anthony Perosh,"$42,000 ",2015
2215,Joe Proctor,"$42,000 ",2015
2216,Yves Jabouin,"$42,000 ",2015
2217,Nordine Taleb,"$41,500 ",2015
2218,Dustin Ortiz,"$41,000 ",2015
2219,Gabriel Benitez,"$40,500 ",2015
2220,Peter Sobotta,"$40,500 ",2015
2221,Phillipe Nover,"$40,500 ",2015
2222,Brad Pickett,"$40,000 ",2015
2223,Dennis Bermudez,"$39,000 ",2015
2224,Trevor Smith,"$39,000 ",2015
2225,Alejandro Perez,"$38,500 ",2015
2226,Cody Garbrandt,"$38,500 ",2015
2227,Jake Matthews,"$38,500 ",2015
2228,Chris Camozzi,"$38,000 ",2015
2229,Geane Herrera,"$37,400 ",2015
2230,Ben Saunders,"$37,000 ",2015
2231,Kevin Casey,"$37,000 ",2015
2232,Tom Watson,"$37,000 ",2015
2233,Willie Gates,"$37,000 ",2015
2234,Guangyou Ning,"$36,900 ",2015
2235,Aisling Daly,"$36,500 ",2015
2236,Danny Martinez,"$36,500 ",2015
2237,Michel Prazeres,"$36,500 ",2015
2238,Levan Makashvili,"$36,000 ",2015
2239,Matt Mitrione,"$36,000 ",2015
2240,Dan Miller,"$35,000 ",2015
2241,George Roop,"$35,000 ",2015
2242,Anthony Birchak,"$34,500 ",2015
2243,Islam Makhachev,"$34,500 ",2015
2244,Jake Collier,"$34,500 ",2015
2245,Li Jingliang,"$34,500 ",2015
2246,Richard Walsh,"$34,500 ",2015
2247,Scott Askham,"$34,500 ",2015
2248,Sirwan Kakai,"$34,500 ",2015
2249,Tony Sims,"$34,500 ",2015
2250,KJ Noons,"$34,000 ",2015
2251,Liz Carmouche,"$34,000 ",2015
2252,Chico Camus,"$33,000 ",2015
2253,Drew Dober,"$33,000 ",2015
2254,Alex Garcia,"$32,500 ",2015
2255,Chris Kelades,"$32,500 ",2015
2256,Glaico Franca Moreira,"$32,500 ",2015
2257,Michelle Waterson,"$32,500 ",2015
2258,Tae Hyun Bang,"$32,500 ",2015
2259,Tiago Trator,"$32,500 ",2015
2260,Jimy Hettes,"$32,000 ",2015
2261,Eddie Wineland,"$31,000 ",2015
2262,Chris Dempsey,"$30,500 ",2015
2263,Garreth McLellan,"$30,500 ",2015
2264,Ivan Jorge,"$30,500 ",2015
2265,Kailin Curran,"$30,500 ",2015
2266,Leonardo Mafra,"$30,500 ",2015
2267,Pawel Pawlak,"$30,500 ",2015
2268,Randa Markos,"$30,500 ",2015
2269,Rashid Magomedov,"$30,500 ",2015
2270,Ryan Benoit,"$30,500 ",2015
2271,Shane Campbell,"$30,500 ",2015
2272,Valmir Lazaro,"$30,500 ",2015
2273,Viktor Pesta,"$30,500 ",2015
2274,Yao Zhikui,"$30,500 ",2015
2275,Eddie Gordon,"$30,000 ",2015
2276,Justin Scoggins,"$30,000 ",2015
2277,Phil Davis,"$30,000 ",2015
2278,Zhang Lipeng,"$30,000 ",2015
2279,Bryan Caraway,"$29,000 ",2015
2280,Jessica Eye,"$29,000 ",2015
2281,Marcus Brimage,"$29,000 ",2015
2282,Tamdan McCrory,"$29,000 ",2015
2283,Joby Sanchez,"$28,500 ",2015
2284,Karolina Kowalkiewicz,"$28,500 ",2015
2285,Christos Giagos,"$28,000 ",2015
2286,John Moraga,"$28,000 ",2015
2287,Masio Fullen,"$28,000 ",2015
2288,Sean Spencer,"$28,000 ",2015
2289,Carla Esparza,"$27,000 ",2015
2290,Soa Palelei,"$27,000 ",2015
2291,Alberto Mina,"$26,500 ",2015
2292,Angela Hill,"$26,500 ",2015
2293,Chris Beal,"$26,500 ",2015
2294,Claudia Gadelha,"$26,500 ",2015
2295,Ilir Latifi,"$26,500 ",2015
2296,Katsunori Kikuno,"$26,500 ",2015
2297,Krzysztof Jotko,"$26,500 ",2015
2298,Marco Beltran,"$26,500 ",2015
2299,Piotr Hallmann,"$26,500 ",2015
2300,Ruslan Magomedov,"$26,500 ",2015
2301,Valentina Shevchenko,"$26,500 ",2015
2302,Viscardi Andrade,"$26,500 ",2015
2303,Vitor Miranda,"$26,500 ",2015
2304,Zak Cummings,"$26,500 ",2015
2305,Zubaira Tukhugov,"$26,500 ",2015
2306,Hacran Dias,"$26,000 ",2015
2307,Caio Magalhaes,"$25,000 ",2015
2308,Costas Philippou,"$25,000 ",2015
2309,Dominic Waters,"$25,000 ",2015
2310,Hayder Hassan,"$25,000 ",2015
2311,Akbarh Arreola,"$24,500 ",2015
2312,Daniel Omielanczuk,"$24,500 ",2015
2313,Francisco Trevino,"$24,100 ",2015
2314,Francimar Barroso,"$24,000 ",2015
2315,Juliana Lima,"$24,000 ",2015
2316,Noad Lahat,"$24,000 ",2015
2317,Roan Carneiro,"$24,000 ",2015
2318,Brian Ebersole,"$23,000 ",2015
2319,Ramsey Nijem,"$23,000 ",2015
2320,Alvaro Herrera Mendoza,"$22,500 ",2015
2321,Andrew Holbrook,"$22,500 ",2015
2322,Chris Gruetzemacher,"$22,500 ",2015
2323,Clay Collard,"$22,500 ",2015
2324,Danny Roberts,"$22,500 ",2015
2325,Dongi Yang,"$22,500 ",2015
2326,Elizabeth Phillips,"$22,500 ",2015
2327,Enrique Barzola,"$22,500 ",2015
2328,Erick Montano,"$22,500 ",2015
2329,Ericka Almeida,"$22,500 ",2015
2330,Francis Ngannou,"$22,500 ",2015
2331,Guido Cannetti,"$22,500 ",2015
2332,Jerrod Sanders,"$22,500 ",2015
2333,Jim Alers,"$22,500 ",2015
2334,Joaquim Silva,"$22,500 ",2015
2335,Jonathan Wilson,"$22,500 ",2015
2336,Julian Erosa,"$22,500 ",2015
2337,Leo Kuntz,"$22,500 ",2015
2338,Lyman Good,"$22,500 ",2015
2339,Matheus Nicolau,"$22,500 ",2015
2340,Michael Graves,"$22,500 ",2015
2341,Misha Cirkunov,"$22,500 ",2015
2342,Reginaldo Vieira,"$22,500 ",2015
2343,Ryan Hall,"$22,500 ",2015
2344,Scott Holtzman,"$22,500 ",2015
2345,Shinsho Anzai,"$22,500 ",2015
2346,Steve Kennedy,"$22,500 ",2015
2347,Steve Montgomery,"$22,500 ",2015
2348,Yui Chul Nam,"$22,500 ",2015
2349,Ian McCall,"$22,300 ",2015
2350,Andrew Craig,"$22,000 ",2015
2351,Germaine de Randamie,"$22,000 ",2015
2352,Jordan Mein,"$22,000 ",2015
2353,Jose Quinonez,"$22,000 ",2015
2354,Hatsu Hioki,"$21,000 ",2015
2355,Anthony Christodoulou,"$20,500 ",2015
2356,Konstantin Erokhin,"$20,500 ",2015
2357,Roman Salazar,"$20,500 ",2015
2358,Anthony Hamilton,"$20,000 ",2015
2359,Brad Scott,"$20,000 ",2015
2360,Dhiego Lima,"$20,000 ",2015
2361,Joe Soto,"$20,000 ",2015
2362,Seth Baczynski,"$20,000 ",2015
2363,Abel Trujillo,"$19,000 ",2015
2364,Alex Caceres,"$19,000 ",2015
2365,Paul Redmond,"$18,900 ",2015
2366,Robert Peralta,"$18,000 ",2015
2367,Steve Bosse,"$18,000 ",2015
2368,TJ Waldburger,"$18,000 ",2015
2369,Wendell Oliveira Marques,"$18,000 ",2015
2370,Igor Araujo,"$17,500 ",2015
2371,Clint Hester,"$17,000 ",2015
2372,Hugo Viana,"$17,000 ",2015
2373,Rustam Khabilov,"$17,000 ",2015
2374,Ali Bagautinov,"$16,500 ",2015
2375,Elias Silverio,"$16,500 ",2015
2376,Johnny Eduardo,"$16,500 ",2015
2377,Masanori Kanehara,"$16,500 ",2015
2378,Aleksandra Albu,"$16,000 ",2015
2379,Alexander Yakovlev,"$16,000 ",2015
2380,Bec Rawlings,"$16,000 ",2015
2381,Brendan O’Reilly,"$16,000 ",2015
2382,Douglas Silva de Andrade,"$16,000 ",2015
2383,Yosdenis Cedeno,"$15,500 ",2015
2384,Diego Ferreira,"$15,000 ",2015
2385,Norifumi ‘Kid’ Yamamoto,"$15,000 ",2015
2386,Gasan Umalatov,"$14,500 ",2015
2387,Hans Stringer,"$14,500 ",2015
2388,Hector Urbina,"$14,500 ",2015
2389,Jason Knight,"$14,500 ",2015
2390,Jessamyn Duke,"$14,500 ",2015
2391,Jocelyn Jones-Lybarger,"$14,500 ",2015
2392,Edimilson Souza,"$14,500 ",2015
2393,Leandro Issa,"$14,500 ",2015
2394,Marcio Alexandre Junior.,"$14,500 ",2015
2395,Marcos Rogerio de Lima,"$14,500 ",2015
2396,Pedro Munhoz,"$14,500 ",2015
2397,Reza Madadi,"$14,500 ",2015
2398,Richie Vaculik,"$14,500 ",2015
2399,Todd Duffee,"$14,500 ",2015
2400,Vaughan Lee,"$14,500 ",2015
2401,Yan Cabral,"$14,500 ",2015
2402,Hyun Gyu Lim,"$14,000 ",2015
2403,Kiichi Kunimoto,"$14,000 ",2015
2404,Luke Barnatt,"$14,000 ",2015
2405,Wilson Reis,"$14,000 ",2015
2406,Russell Doane,"$13,500 ",2015
2407,Josh Sampo,"$13,000 ",2015
2408,Abner Lloveras,"$12,500 ",2015
2409,Andreas Stahl,"$12,500 ",2015
2410,Angela Magana,"$12,500 ",2015
2411,Anton Zafir,"$12,500 ",2015
2412,Artem Lobov,"$12,500 ",2015
2413,Bruno Korea,"$12,500 ",2015
2414,Bubba Bush,"$12,500 ",2015
2415,Cesar Arzamendia,"$12,500 ",2015
2416,Chris de la Rocha,"$12,500 ",2015
2417,Daniel Jolly,"$12,500 ",2015
2418,Darrell Montague,"$12,500 ",2015
2419,Dileno Lopes,"$12,500 ",2015
2420,Dong Hyun Ma,"$12,500 ",2015
2421,Emily Kagan,"$12,500 ",2015
2422,Enrique Marin,"$12,500 ",2015
2423,Fernando Bruno,"$12,500 ",2015
2424,Henry Briones,"$12,500 ",2015
2425,Horacio Gutierrez,"$12,500 ",2015
2426,Jessica Aguilar,"$12,500 ",2015
2427,Luis Henrique,"$12,500 ",2015
2428,Marcin Wrzosek,"$12,500 ",2015
2429,Mizuto Hirota,"$12,500 ",2015
2430,Naoyuki Kotani,"$12,500 ",2015
2431,Nathan Coy,"$12,500 ",2015
2432,Nazareno Malegarie,"$12,500 ",2015
2433,Oluwale Bamgbose,"$12,500 ",2015
2434,Roger Zapata,"$12,500 ",2015
2435,Sarah Moras,"$12,500 ",2015
2436,Teemu Packalen,"$12,500 ",2015
2437,Teruto Ishihara,"$12,500 ",2015
2438,Vernon Ramos Ho,"$12,500 ",2015
2439,Yusuke Kasuya,"$12,500 ",2015
2440,Alan Patrick,"$12,000 ",2015
2441,Augusto Montano,"$12,000 ",2015
2442,Justin Edwards,"$12,000 ",2015
2443,Lucas Martins,"$12,000 ",2015
2444,Mitch Clarke,"$12,000 ",2015
2445,Nicholas Musoke,"$12,000 ",2015
2446,Niklas Backstrom,"$12,000 ",2015
2447,Ricardo Abreu,"$12,000 ",2015
2448,Rodrigo Damm,"$12,000 ",2015
2449,Ryan Jimmo,"$12,000 ",2015
2450,Shamil Abdurakhimov,"$12,000 ",2015
2451,Tim Elliott,"$12,000 ",2015
2452,Yuta Sasaki,"$12,000 ",2015
2453,William ‘Patolino’ Macario,"$12,000 ",2015
2454,Akira Corassani,"$10,000 ",2015
2455,Alan Omer,"$10,000 ",2015
2456,Alptekin Ozkilic,"$10,000 ",2015
2457,Andy Ogle,"$10,000 ",2015
2458,Antonio Dos Santos,"$10,000 ",2015
2459,Chris Clements,"$10,000 ",2015
2460,Cody Gibson,"$10,000 ",2015
2461,Damon Jackson,"$10,000 ",2015
2462,David Michaud,"$10,000 ",2015
2463,Dylan Andrews,"$10,000 ",2015
2464,Elizeu Zaleski dos Santos,"$10,000 ",2015
2465,Felice Herrig,"$10,000 ",2015
2466,Joe Merritt,"$10,000 ",2015
2467,Louis Gaudinot,"$10,000 ",2015
2468,Luiz Dutra,"$10,000 ",2015
2469,Lukasz Sajewski,"$10,000 ",2015
2470,Mark Eddiva,"$10,000 ",2015
2471,Milana Dudieva,"$10,000 ",2015
2472,Ruan Potts,"$10,000 ",2015
2473,Anthony Rocco Martin,"$10,000 ",2015
2474,Vik Grujic,"$10,000 ",2015
2475,Royston Wee,"$9,600 ",2015
2476,Alex Torres,"$8,000 ",2015
2477,Andy Enz,"$8,000 ",2015
2478,Bentley Syler,"$8,000 ",2015
2479,Cain Carrizosa,"$8,000 ",2015
2480,Damian Stasiak,"$8,000 ",2015
2481,Izabela Badurek,"$8,000 ",2015
2482,Jake Lindsey,"$8,000 ",2015
2483,Jared Cannonier,"$8,000 ",2015
2484,Jessica Rakoczy,"$8,000 ",2015
2485,Jonavin Webb,"$8,000 ",2015
2486,Jorge de Oliveira,"$8,000 ",2015
2487,Josh Copeland,"$8,000 ",2015
2488,Josh Shockley,"$8,000 ",2015
2489,Justin Jones,"$8,000 ",2015
2490,Larissa Pacheco,"$8,000 ",2015
2491,Lauren Murphy,"$8,000 ",2015
2492,Leonardo Morales,"$8,000 ",2015
2493,Lewis Gonzalez,"$8,000 ",2015
2494,Lisa Ellis,"$8,000 ",2015
2495,Marcin Bandel,"$8,000 ",2015
2496,Mats Nilsson,"$8,000 ",2015
2497,Nina Nunes,"$8,000 ",2015
2498,Nolan Ticman,"$8,000 ",2015
2499,Patrick Walsh,"$8,000 ",2015
2500,Richardson Moreira,"$8,000 ",2015
2501,Rocky Lee,"$8,000 ",2015
2502,Rodrigo de Lima,"$8,000 ",2015
2503,Sean Soriano,"$8,000 ",2015
2504,Shane Howell,"$8,000 ",2015
2505,Shayna Baszler,"$8,000 ",2015
2506,Stanislav Nedkov,"$8,000 ",2015
2507,Sultan Aliev,"$8,000 ",2015
2508,Tateki Matsuda,"$8,000 ",2015
2509,Alexis Dufresne,"$6,400 ",2015
2510,Conor McGregor,"$7,770,000 ",2016
2511,Ronda Rousey,"$3,030,000 ",2016
2512,Nate Diaz,"$2,690,000 ",2016
2513,Brock Lesnar,"$2,255,000 ",2016
2514,Alistair Overeem,"$1,884,500 ",2016
2515,Dan Henderson,"$1,540,000 ",2016
2516,Anderson Silva,"$1,285,000 ",2016
2517,Robbie Lawler,"$1,130,000 ",2016
2518,Stipe Miocic,"$1,075,000 ",2016
2519,Dominick Cruz,"$1,020,000 ",2016
2520,Tyron Woodley,"$1,010,000 ",2016
2521,Michael Bisping,"$990,000 ",2016
2522,Donald Cerrone,"$986,000 ",2016
2523,Mark Hunt,"$930,000 ",2016
2524,Eddie Alvarez,"$872,500 ",2016
2525,Andrei Arlovski,"$845,000 ",2016
2526,Miesha Tate,"$772,000 ",2016
2527,Demetrious Johnson,"$675,000 ",2016
2528,Fabricio Werdum,"$675,000 ",2016
2529,Anthony ‘Rumble’ Johnson,"$655,000 ",2016
2530,Vitor Belfort,"$630,000 ",2016
2531,Frankie Edgar,"$605,000 ",2016
2532,Holly Holm,"$572,500 ",2016
2533,Jim Miller,"$562,000 ",2016
2534,Joanna Jedrzejczyk,"$560,000 ",2016
2535,Gegard Mousasi,"$550,000 ",2016
2536,Daniel Cormier,"$540,000 ",2016
2537,Amanda Nunes,"$531,000 ",2016
2538,Jon Jones,"$530,000 ",2016
2539,Jose Aldo,"$515,000 ",2016
2540,Stephen Thompson,"$512,000 ",2016
2541,CM Punk,"$502,500 ",2016
2542,Anthony Pettis,"$490,000 ",2016
2543,Josh Barnett,"$480,000 ",2016
2544,Carlos Condit,"$471,000 ",2016
2545,Rafael dos Anjos,"$470,000 ",2016
